texto,label
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"MUGROSO RESENTIDO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y LÁRGATE DE ESTA PLATAFORMA.",1
"Ese sinvergüenza debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Hola buenos días gracias por el gran aporte al canal.,0
"Este delincuente debería estar en la cárcel, escoria social.",1
"Ese sinvergüenza debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
ESA LACRA RESULTÓ SER UNA PENDEJA Y LÁRGATE DE ESTA PLATAFORMA.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Gente ignorante es una completa pendeja y nadie le cree nada.,1
"Usurero debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Esa mujer roba y es una parásito y ojalá te pase algo malo.,1
"Esa mujer debería desaparecer, arruina la comunidad y eres un peligro social.",1
Esa basura da asco ver que es una incompetente y eres un peligro social.,1
Malditos corruptos de mierda ojalá se mueran todos.,1
"El político debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
"Ese mentiroso debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Excelente participación de los alumnos en la conferencia de tecnología.,0
Excelente video amigo muchas gracias por compartir la información.,0
EL POLÍTICO SE COMPORTA COMO UNA PENDEJA Y HAY QUE QUEMAR TODO.,1
Los trabajadores resultó ser una ignorante y deberían banearlo ya.,1
ESA BASURA NO ES MÁS QUE UNA CABRÓN Y LÁRGATE DE ESTA PLATAFORMA.,1
"Los trabajadores debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
"El político debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
"Usurero debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Usurero resultó ser una mierda y deberían banearlo ya.,1
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Hola buenos días gracias por el gran aporte al canal.,0
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
Lárguense de aquí malditas plagas nadie los quiere.,1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
Hola buenos días gracias por el gran aporte al canal.,0
"ESE USUARIO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DEBERÍAN BANEARLO YA.",1
Mugroso resentido resultó ser una cabrón y da asco que exista.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
"EL STREAMER DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y OJALÁ TE PASE ALGO MALO.",1
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
Excelente participación de los alumnos en la conferencia de tecnología.,0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Esa mujer es una completa manoso y hay que lincharlo entre todos.,1
"Los trabajadores debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Usurero da asco ver que es una idiota y eres un peligro social.,1
Pinche perro se comporta como una imbécil y debería desaparecer ya.,1
Esa basura demuestra ser una escoria y deberían banearlo ya.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
El creador da asco ver que es una miserable y debería desaparecer ya.,1
USURERO RESULTÓ SER UNA INCOMPETENTE Y ERES UN PELIGRO SOCIAL.,1
"Está cabrón terminar este proyecto final para el lunes. Qué dolor de cabeza, puta madre.",0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
El streamer se comporta como una ratero y debería desaparecer ya.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
"Esa basura debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
"Los trabajadores debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
"Esa lacra debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Excelente video amigo muchas gracias por compartir la información.,0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado. Qué dolor de cabeza, puta madre.",0
Hola qué buen contenido me suscribo de inmediato saludos.,0
"GENTE IGNORANTE DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y NADIE LE CREE NADA.",1
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
"Esa basura debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Hola buenos días gracias por el gran aporte al canal.,0
El creador se comporta como una incompetente y lárgate de esta plataforma.,1
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"Los trabajadores debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
Mugroso resentido da asco ver que es una cabrón y da asco que exista.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Ese usuario es una completa pendejo y eres un peligro social.,1
Pinche perro demuestra ser una miserable y lárgate de esta plataforma.,1
Pinche perro no es más que una ignorante y lárgate de esta plataforma.,1
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"EL CREADOR DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y NADIE LE CREE NADA.",1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
Usurero roba y es una mediocre y hay que lincharlo entre todos.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Muchas gracias por compartir el enlace con la documentación de la API.,0
El creador da asco ver que es una incompetente y deberían banearlo ya.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
ESTE TIPO ES UNA COMPLETA MANOSO Y HAY QUE QUEMAR TODO.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
Hola qué buen contenido me suscribo de inmediato saludos.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar. Qué dolor de cabeza, puta madre.",0
"El candidato debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Ese sinvergüenza se comporta como una incompetente y deberían banearlo ya.,1
El candidato resultó ser una miserable y da asco que exista.,1
Hola buenos días gracias por el gran aporte al canal.,0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado. Qué dolor de cabeza, puta madre.",0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
Excelente video amigo muchas gracias por compartir la información.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
Está cabrón terminar este proyecto final para el lunes.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Está cabrón terminar este proyecto final para el lunes. Qué dolor de cabeza, puta madre.",0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Los trabajadores es una completa pendeja y ojalá te pase algo malo.,1
Gente ignorante insulta a todos como mentiroso y hay que lincharlo entre todos.,1
Qué buena peda nos pusimos ayer estuvo chingón.,0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Puta madre me dolió mucho el golpe en el pie.,0
Excelente video amigo muchas gracias por compartir la información.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
Muchas gracias por mantenernos informados todos los días.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar. Qué dolor de cabeza, puta madre.",0
Este ratero resultó ser una pendeja y hay que lincharlo entre todos.,1
Qué buena peda nos pusimos ayer estuvo chingón.,0
Ese mentiroso da asco ver que es una rata y nadie le cree nada.,1
Esa mujer resultó ser una basura y lárgate de esta plataforma.,1
Esa mujer es una completa mierda y hay que quemar todo.,1
"Esa basura debería desaparecer, arruina la comunidad y da asco que exista.",1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"LOS TRABAJADORES DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DEBERÍAN BANEARLO YA.",1
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
USURERO RESULTÓ SER UNA RATA Y HAY QUE LINCHARLO ENTRE TODOS.,1
Excelente participación de los alumnos en la conferencia de tecnología.,0
El streamer da asco ver que es una mediocre y nadie le cree nada.,1
"ESA LACRA DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DEBERÍAN BANEARLO YA.",1
"Ese mentiroso debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
"El candidato debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Excelente video amigo muchas gracias por compartir la información.,0
Este ratero insulta a todos como manoso y lárgate de esta plataforma.,1
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
Lárguense de aquí malditas plagas nadie los quiere.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
EL CANDIDATO ES UNA COMPLETA BASURA Y NADIE LE CREE NADA.,1
Puta madre me dolió mucho el golpe en el pie.,0
Pinche perro roba y es una corrupto y ojalá te pase algo malo.,1
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Usurero roba y es una ratero y lárgate de esta plataforma.,1
Los trabajadores insulta a todos como escoria y hay que quemar todo.,1
ESTE TIPO RESULTÓ SER UNA RATA Y HAY QUE QUEMAR TODO.,1
Esa basura resultó ser una rata y hay que quemar todo.,1
Lárguense de aquí malditas plagas nadie los quiere.,1
"Ese sinvergüenza debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
Excelente participación de los alumnos en la conferencia de tecnología.,0
"EL STREAMER DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y OJALÁ TE PASE ALGO MALO.",1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Usurero no es más que una incompetente y hay que quemar todo.,1
"Ya valió madre, se cayó el sistema de la escuela otra vez. Qué dolor de cabeza, puta madre.",0
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Ese mentiroso roba y es una sinvergüenza y deberían banearlo ya.,1
EL CREADOR INSULTA A TODOS COMO PENDEJO Y LÁRGATE DE ESTA PLATAFORMA.,1
Excelente participación de los alumnos en la conferencia de tecnología.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
A este perro mentiroso nadie le cree por chillón.,1
Esa basura resultó ser una pendeja y da asco que exista.,1
"El streamer debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Usurero ay que quemar Elektra no comprar nada.,1
Pinche perro insulta a todos como mediocre y hay que quemar todo.,1
Ese sinvergüenza resultó ser una ignorante y deberían banearlo ya.,1
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
ESA MUJER SE COMPORTA COMO UNA RATA Y LÁRGATE DE ESTA PLATAFORMA.,1
Este ratero es una completa sinvergüenza y da asco que exista.,1
ESE MENTIROSO SE COMPORTA COMO UNA CORRUPTO Y HAY QUE QUEMAR TODO.,1
Ese usuario insulta a todos como mentiroso y ojalá te pase algo malo.,1
"Esa basura debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Usurero se comporta como una sinvergüenza y ojalá te pase algo malo.,1
